FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
7970,10.0.0.13,10.0.0.4,8,8,0,0,68340.6,0.00133614
7971,10.0.0.11,10.0.0.5,15,15,0,0,1.03744e+06,0.00286432
7972,10.0.0.5,10.0.0.11,8,8,0,0,68340.9,0.00133608
7973,10.0.0.15,10.0.0.6,15,15,0,0,1.03639e+06,0.00299017
7974,10.0.0.6,10.0.0.15,8,8,0,0,68341.3,0.001336
7975,10.0.0.11,10.0.0.5,15,15,0,0,1.03813e+06,0.00286192
7976,10.0.0.5,10.0.0.11,8,8,0,0,68328.4,0.00133608
7977,10.0.0.3,10.0.0.10,15,15,0,0,1.03895e+06,0.00278294
7978,10.0.0.10,10.0.0.3,8,8,0,0,68341.3,0.00133601
7979,10.0.0.4,10.0.0.8,15,15,0,0,1.03678e+06,0.00288083
7980,10.0.0.8,10.0.0.4,8,8,0,0,68341.3,0.001336
7981,10.0.0.3,10.0.0.12,14,14,0,0,947034,0.00691996
7982,10.0.0.12,10.0.0.3,7,7,0,0,65656.6,0.0012051
7983,10.0.0.2,10.0.0.5,15,15,0,0,1.03887e+06,0.00277167
7984,10.0.0.5,10.0.0.2,8,8,0,0,68341.3,0.001336
7985,10.0.0.6,10.0.0.11,15,15,0,0,1.03731e+06,0.00284923
7986,10.0.0.11,10.0.0.6,8,8,0,0,68341,0.00133607
7987,10.0.0.5,10.0.0.9,15,15,0,0,1.03635e+06,0.00289521
7988,10.0.0.9,10.0.0.5,8,8,0,0,68341.3,0.001336
7989,10.0.0.15,10.0.0.10,15,15,0,0,1.03755e+06,0.00288921
7990,10.0.0.10,10.0.0.15,8,8,0,0,68341.3,0.001336
7991,10.0.0.9,10.0.0.2,15,15,0,0,1.03723e+06,0.00285622
7992,10.0.0.2,10.0.0.9,8,8,0,0,68341.3,0.001336
7993,10.0.0.7,10.0.0.3,15,15,0,0,1.03639e+06,0.00289139
7994,10.0.0.3,10.0.0.7,8,8,0,0,68341.3,0.00133601
7995,10.0.0.7,10.0.0.3,15,15,0,0,1.03889e+06,0.00284245
7996,10.0.0.3,10.0.0.7,8,8,0,0,68328.8,0.00133601
7997,10.0.0.5,10.0.0.15,15,15,0,0,1.03687e+06,0.00293534
7998,10.0.0.15,10.0.0.5,8,8,0,0,68341.3,0.001336
7999,10.0.0.15,10.0.0.6,15,15,0,0,1.03641e+06,0.00289834
8000,10.0.0.6,10.0.0.15,8,8,0,0,68341.3,0.001336
8001,10.0.0.4,10.0.0.1,15,15,0,0,1.03717e+06,0.00288034
